Statement,Label,subject
The United States already has the highest corporate tax rate in the world.,TRUE,"corporations,taxes"
About 22 percent of adults in Rhode Island and approximately 30 percent of youth (ages 10-17) are considered obese.,TRUE,"children,public-health"
Last year (the U.S. womens soccer team) generated $20 million more than the mens team and were paid almost four times less.,FALSE,"income,sports,women"
America is No. 1one in oil and gas.,TRUE,"energy,gas-prices"
Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.,FALSE,abortion
There was no panhandling when I left office.,FALSE,"crime,poverty"
The Republican Party raffled off an AR-15 assault rifle at the 2010 Oregon State Fair.,TRUE,guns
The number of killings of citizens by police is at a two-decade high.,TRUE,"crime,criminal-justice"
"During the 2005 fight over Social Security, there were noisy demonstrations but they were outside the events, and opponents were not disruptive crowds booed lines they didnt like, but that was about it.",FALSE,"health-care,pundits"
"There are 7,000 kids in New Hampshire who have health care because I helped to create the Children's Health Insurance Program.",TRUE,health-care
"Georgia Secretary of State Brian Kemp is a ""career politician.""",FALSE,public-service
"A new Rasmussen poll shows people ""oppose (Sotomayor's) confirmation. Only 37 percent support it.""",TRUE,"sotomayor-nomination,supreme-court"
"We had 6,000 oil and gas spills in 2012 with more oil and gas spreading in the United States than the entire Exxon Valdez spill.",TRUE,"energy,oil-spill"
Says states that passed anti-illegal-immigrant legislation also had few Hispanic legislators.,TRUE,immigration
President Barack Obama (is) the first president in history to cut Medicare by $700 billion.,TRUE,"health-care,medicare"
Expanding Medicaid will worsen health care options for the most vulnerable among us in Texas.,FALSE,"health-care,medicaid,poverty"
We have unemployment that rivals the Great Depression.,FALSE,"economy,jobs"
"Sen. McCain would occupy Iraq indefinitely, against their wishes.",FALSE,iraq
"Says scientists predict sometime in the future, an event that will kill somewhere between 80 and 90 million people.",TRUE,public-health
"Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history.",TRUE,energy
Says Missouri needs a voter I.D. law because theres over 16 people in the state of Missouri who have been convicted of some type of voter fraud.,TRUE,"elections,legal-issues"
The actual deportations from the interior of the country are way down under President Obama.,TRUE,immigration
Says businesses already pay most of the taxes.,TRUE,"state-budget,state-finances,taxes"
President Obamas health care law represents a government takeover of health care.,FALSE,health-care
"On taxes, President Barack Obama wants to raise the top rate to 44.8 percent.",TRUE,taxes
"Since the Fed was created in 1913, the U.S. Dollar has lost 98% of its purchasing power.",TRUE,"economy,financial-regulation,income"
"Says Milwaukee blacks have 55 percent male unemployment, 60 percent truancy, a 50 percent graduation rate, the worst reading scores and lead in infant mortality.",TRUE,"children,education,health-care,jobs,urban"
"The health care law was a 2,733-page bill! . . . No amendments!",TRUE,health-care
"The Obama administration estimates the number of children at the border is going to increase to 150,000 to 200,000 next year.",TRUE,"children,immigration"
Says Texas economy is about 30 percent larger than Australias.,FALSE,"economy,states"
Hair stylists are required to undergo more government scrutiny than foreclosure consultants.,TRUE,"consumer-safety,housing"
"Ninety percent of the people who work in this country work for companies under 100 people, maybe even less than that.",FALSE,"jobs,small-business"
"Thirty-four percent of Hispanics don't have any health care at all, don't have any health insurance.",TRUE,health-care
Says wrestling was a favorite sport of Abraham Lincoln.,TRUE,"history,sports"
"The Obama administrations cap-and-trade plan would create a $1,761 yearly energy tax.",FALSE,"cap-and-trade,climate-change,energy,environment"
Regime change (in Iraq) took eight years,TRUE,"foreign-policy,military"
Women of childbearing age spend 68 percent more in out-of-pocket health care costs than men.,TRUE,"health-care,women"
"Says Hillary Clintons plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs.",FALSE,immigration
Weve seen property taxes go down for the first time in 12 years on a median valued home.,TRUE,taxes
Rhode Island is leading our nation in foreclosures.,FALSE,"bankruptcy,economy,government-regulation,housing,poverty,states"
President Obamas health-care law will add trillions of dollars in debt.,FALSE,"deficit,federal-budget,health-care,taxes"
About 47 percent of able-bodied people in the state of Maine dont work.,FALSE,"disability,jobs,states,workers"
"When these [undocumented] students graduate from college, theyre still illegal aliens. They cannot get a job.",TRUE,"children,civil-rights,education,human-rights,immigration,legal-issues,poverty,state-budget,welfare,workers"
Women receive only 77 cents for every dollar a man earns.,TRUE,"jobs,women"
"Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.",TRUE,"baseball,economy,recreation,sports"
"My ""border security efforts have led to a 60 percent decrease in border crime.""",FALSE,crime
"Says when I voted against [an increase in the minimum wage], it was in the 80s.",FALSE,"candidates-biography,income,voting-record"
Says that Rep. Betty Sutton would rather riot with Occupy (Wall Street) than stand up for Ohio families.,FALSE,"economy,jobs,poverty,wealth"
We spend $18 billion a year on making sure that the federal government has immigrant enforcement agents. Thats more than DEA and the ATF and the FBI and all the other enforcement (agencies) combined.,TRUE,"federal-budget,immigration,legal-issues"
Forty-five percent of Americans went without needed care because of costs in 2007.,TRUE,health-care
"Lyme disease is one of the fastest growing infectious diseases in the United States, and Rhode Island has the second-highest incidence of this disease in the country.",TRUE,"public-health,public-safety"
"Says President Barack Obama initially said the national health-care mandate isnt a tax, but his administration now says it is a tax.",TRUE,"health-care,taxes"
There are still more people uninsured today than when Obama was elected president.,TRUE,health-care
The federal government owns tens of thousands of properties that are vacant or underused.,TRUE,"federal-budget,government-efficiency"
Says her representation of an ex-boyfriend who was then my friend in a family law case is something that lawyers do on a regular basis.,FALSE,"candidates-biography,children,ethics,families,legal-issues"
You dont know if this (the H1N1 vaccine) is gonna cause neurological damage like it did in the 1970s.,FALSE,"health-care,pundits"
You cant pass a budget in the Senate of the United States without 60 votes.,FALSE,"congressional-rules,federal-budget"
"Hillary Clinton advocates ""a freeze on foreclosures. Barack Obama said no.""",TRUE,economy
Our pension system is the only one in the country thats 100 percent funded.,TRUE,"pensions,state-budget,state-finances,states"
We have the lowest percentage of Americans working today of any year since 1977.,TRUE,"economy,jobs"
"In 2010, everybody said you cant dare let guns go into the national parks, and of course the rapes, murders, robberies and assaults are down about 85 percent since we did that.",FALSE,"guns,recreation"
Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.,TRUE,elections
"Barack Obama said ""he's going to attack Pakistan and embrace (Iranian President Mahmoud) Ahmadinejad.""",FALSE,foreign-policy
Every 1 percent increase in the number of Ohioans with bachelors degrees means economic activity growing the next year and for each year thereafter (by) $2.5 billion dollars.,TRUE,"economy,education,income"
"Says, Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.",TRUE,"congress,women"
Illegal aliens are costing Georgia taxpayers over a billion dollars every year.,TRUE,"immigration,message-machine"
Says Gerald Daugherty is endorsed by the Austin American-Statesman.,FALSE,"county-government,elections"
"Under Cuccinellis tax cut plan, school divisions across Virginia could be forced to fire over 8,000 teachers.",FALSE,"education,state-budget,taxes"
There are 3 million jobs available in America that are not filled because too many of our people dont have the skills for those jobs.,TRUE,"economy,jobs"
"Rhode Island has invested less in tourism, economic development and economic development personnel than four nearby states.",FALSE,"economy,government-efficiency,jobs,small-business,state-budget,state-finances,states,taxes,tourism,workers"
President Obama has said he is going to cut veterans benefits.,TRUE,"deficit,veterans"
Says Scott Walker is forcing some women to undergo a transvaginal probe to get an abortion.,TRUE,"abortion,health-care,message-machine-2014,public-health,technology,women"
Ninety percent of American workers dont own their own business.,TRUE,"small-business,workers"
Protesters caused $7.5 million in damage to the Wisconsin State House,FALSE,"labor,state-budget"
The insurance industry is actually run by mostly Democrats.,FALSE,health-care
"Says a 9-year-old girl was recently raped in Austin, Texas, by a guy previously caught four times and released.",TRUE,"children,crime,criminal-justice,immigration"
"In a period of roughly 72 hours, a small group of angry black students managed to force the resignation of the two highest ranking officials at that school.",TRUE,"education,human-rights"
Weve doubled our use of renewable energy.,FALSE,energy
"Over the last 30 years, extreme poverty has been cut in half.",TRUE,"foreign-policy,poverty"
"In 2009, his first year as mayor, Julin Castro received a seven-figure referral fee that smells like a dirty financial gift from notorious personal injury lawyer Mikal Watts, a major Obama donor.",FALSE,"campaign-finance,candidates-biography,ethics"
"House Republican plan would increase costs for Oregon seniors by $6,000 with health care vouchers instead of Medicare",TRUE,"federal-budget,medicare"
"Our own National Security Agency says that (Iran's) nuclear ambitions are advancing, and at the same time ... we are slashing our own nuclear arsenal.",TRUE,"military,pundits"
"In the recent House special election in Florida, Democrats got outspent in a Republican district.",FALSE,campaign-finance
Says a growing number of extremely premature babies survive into healthy childhood.,TRUE,"abortion,children,women"
"When mentioning Villanovas buzzer-beating win in the national championships, Hillary Clinton said: I love those come-from-behind victories.",FALSE,sports
"By 2014, there will be one administrator for every teacher on college campuses in the United States.",TRUE,education
"Says as we sit right now, Medicare, if we do nothing, will be gone in eight years, if we do nothing to it.",FALSE,"health-care,medicare"
"Says Howard Zinn, an anti-American Marxist, wrote the most popular textbook thats taught in our high schools in America.",FALSE,"education,history"
Says Harry Reid has a better voting attendance record than these three Congressmen!,TRUE,candidates-biography
We now have more jobs in solar than we do in oil.,FALSE,"economy,energy,environment,jobs,labor"
ISIS is now the predominantIslamist group in Benghazi.,FALSE,"foreign-policy,terrorism"
As many as a quarter of our students arent even finishing high school.,TRUE,education
"In the Wisconsin health insurance exchange, the Society of Actuaries points out that therell be, according to them, an 82 percent increase in individual premiums over the next couple years under Obamacare.",TRUE,health-care
Rick Perry is taking money away from hurricane victims and diverting it to remodel the Governors Mansion.,FALSE,"ethics,federal-budget,message-machine,state-budget"
"Given how expansive our program already was, expanding Medicaid in New Jersey due to Obamacare was a relatively small expansion.",TRUE,"corrections-and-updates,health-care,medicaid,state-budget"
"The reason why Cubans dont have access to 21st century telecommunications like smart phones, like access to the Internet is because it is illegal in Cuba.",TRUE,"economy,foreign-policy,technology"
"Since 2010, America has put more people back to work than Europe, Japan, and all advanced economies combined.",TRUE,economy
Says Barack Obamas approval rating is right in the average for second-term presidents at this point.,TRUE,polls
50% of Hispanic students count on Pell Grants to pay for college.,TRUE,"education,federal-budget"
On George Allens U.S. senate candidacy.,FALSE,job-accomplishments
"Says there are ample means to tell when someone is a Christian in the Middle East ... by name, by where theyre born, their birth certificates.",TRUE,"foreign-policy,religion"
"In 2006, I went out and authored a letter with 24 other senators asking for major reform of Freddie and Fannie, warning of a meltdown and a bubble in the housing market.",FALSE,"candidates-biography,economy,financial-regulation,housing"
Justin Amash is rated Michigans No. 1 conservative by National Right to Life.,FALSE,abortion
"Says Marcy Kaptur has attacked his military service and training in the Air Force, showing disrespect for veterans.",FALSE,"elections,campaign-advertising"
"Emails released to the public show Hillary Clinton discussed the location of Ambassador Stevens, who of course was murdered, in Libya.",TRUE,"candidates-biography,terrorism"
"The city building code violations on my properties only involve exterior issues; within the households, its fine.",FALSE,"candidates-biography,housing"
"People can use food stamps for anything, including to go to Hawaii, and even millionaires can qualify.",FALSE,poverty
"You can hire lots of bureaucrats. Thats what the presidents done. Hes added 135,000 people to the government workforce.",TRUE,"jobs,new-hampshire-2012,workers"
"The Milwaukee County Boards staff grew from four workers to 38 over four decades and now costs taxpayers a lot more, while the total county workforce was more than cut in half in the same period.",TRUE,"county-budget,county-government"
"Under Rick Scott, there has been a historic $20 billion in funds for education.",TRUE,"corrections-and-updates,education"
Says President Barack Obama has launched twice as many strikes (on)countries that are predominantly Muslim than President George W. Bush.,TRUE,"iraq,military,religion,terrorism"
Nine hundred people have been fired since I became secretary (of Veterans Affairs). Weve got 60 people that we fired who have manipulated wait times.,FALSE,veterans
President Obamashealth care law is a government takeover of healthcare.,FALSE,"health-care,market-regulation"
Says private-sector job growth in 2011 places New Jersey in the top third among all of the states.,TRUE,jobs
"In Rhode Island, Nearly 9 percent of covered employees go out on short term disability every year, with an average outage from work of almost 12 weeks each.",TRUE,"disability,government-efficiency,labor,workers"
"The Milwaukee County executive can sell the public museum, the airport and the zoo -- all on his own, without County Board approval",TRUE,"animals,county-government,legal-issues,state-budget,transportation"
"Sen. Obama wants to ""enact the single largest tax increase since the Second World War.""",FALSE,taxes
"In 2011, Carlos Lpez-Cantera staunchly supported a Florida bill modeled after Arizonas immigration law",FALSE,immigration
"Says that data from the Center on Budget and Policy Priorities suggest that the Texas budget gap is worse than New Yorks, about as bad as Californias, but not quite up to New Jersey levels.",TRUE,"state-budget,taxes"
Two-thirds of the people who receive the minimum wage are female.,TRUE,"economy,women"
Any Republican that has led for two months and led every state has won the GOP nomination.,TRUE,elections
Both McCain and Bush favor tax breaks for oil companies.,FALSE,energy
1 percent of candidates that (the National Rifle Association) endorsed in 2012 won.,FALSE,"campaign-finance,guns,pundits"
Says Donald Trumps polling numbers show that hes the highest with Hispanics that any Republican has ever been.,FALSE,polls
"Marco Rubio wants to raise the Social Security retirement age, and cut benefits.",TRUE,"message-machine,social-security"
"Discretionary spending has increased over 20-some percent in two years if you dont include the stimulus. If you put in the stimulus, its over 80 percent.",TRUE,"economy,federal-budget,stimulus"
"The University of Wisconsin-Milwaukee has 2.8 students per faculty member, tied for second-lowest in its history since 1994.",FALSE,"education,government-efficiency,labor,state-budget,unions"
Oregon Health Plan rations covered procedures under certain circumstances,TRUE,health-care
On the Iran nuclear deal,TRUE,"foreign-policy,israel,nuclear"
Georgias unemployment rate has exceeded the national rate for 50 consecutive months.,TRUE,jobs
On charging a toll for motorists to use Ga. 400 after it was slated to expire,FALSE,transportation
A $10 million fire fee proposal in St. Petersburg was inspired by Gov. Rick Scott.,FALSE,"city-budget,city-government,taxes"
The startup rate of Hispanic businesses is three times the national rate.,TRUE,"immigration,small-business"
"He made time to go to the gym, but canceled a visit with wounded troops. Seems the Pentagon wouldn't allow him to bring cameras.",FALSE,military
Says he cut 'tax rates five times',TRUE,"message-machine,taxes"
Bruce Starr was the only senator to vote for stronger ethics laws and greater accountability.,FALSE,"ethics,message-machine"
The Broward Republican Executive Committee had the liberal League of Women Voters Guide removed from the Broward Supervisor of Elections website.,TRUE,elections
"Judge Sotomayor has said ""that policy is made on the U.S. Court of Appeals.""",TRUE,"sotomayor-nomination,supreme-court"
"People on potshoot each other ...stab each other ...strangle each other, drive under the influence, kill families.",FALSE,"crime,drugs,marijuana"
"Since taking office in January 2011, the rainy day fund has increased by 226 percent.",TRUE,state-budget
"Says that as Providences mayor, David Cicilline said the city had a world-class school system. Not only did Providence not have a world-class school system but as measured, was amongst the last school system in the entire country.",FALSE,"education,job-accomplishments"
Georgia crackdown on illegal immigration costs state farmers $400 million last year.,FALSE,immigration
Americans now spend 100 days out of the year working for government before we even start working for ourselves.,TRUE,taxes
Ive shut down pill mills.,FALSE,"crime,health-care"
We defied the stand-down orders during the Benghazi attack.,FALSE,"foreign-policy,history,terrorism"
"In 2002, Iran was more or less an American ally.",TRUE,foreign-policy
About 30 percent of those released from Guantanamo have re-entered the fight.,FALSE,terrorism
Says his release of 33 years of tax returns is more than any presidential candidate in history.,TRUE,candidates-biography
"He ""stood up to Barack Obama by passing legislation that prevents you from being forced to join government health plans or buy health insurance against your will.""",TRUE,health-care
I never proposed privatizing the (Milwaukee County) airport.,TRUE,"transportation,voting-record"
"Before this day is out, 18 more veterans will have taken their own lives. That is the daily average, it is intolerable, and it has to stop.",TRUE,veterans
Greg Abbott defended more than $5 billion in public school funding cuts in fighting hundreds of school districts in court.,TRUE,"education,state-budget,state-finances"
The word progressive...was created as a substitute forcommunist.,FALSE,history
(M)ore Georgians have jobs than at any other time since October 2008.,TRUE,"economy,jobs"
A Florida judge ruled parts of Obamacare unconstitutional.,TRUE,"health-care,legal-issues,message-machine-2012"
"When Standard Poors dropped our credit rating, what they said is, we dont have an ability to repay our debt. ... I was proved right in my position that the debt ceiling should not have been raised.",FALSE,"deficit,federal-budget"
"We do know that Romney personally approved over $70 million in fictional losses to the IRS as part of the notorious Son of Boss tax scandal, one of the largest tax avoidance schemes in history.",TRUE,"ethics,message-machine-2012,taxes"
President Barack Obama has doubled the size of government since he took office.,FALSE,"corrections-and-updates,federal-budget"
"The House of Representatives just voted 300-131 to remove country-of-origin labeling on chicken, pork, and beef sold in the U.S.",TRUE,"agriculture,trade"
Says his administration has made progress on border enforcement by putting more boots on the southern border than at any time in our history and reducing illegal crossings to their lowest levels in 40 years.,TRUE,immigration
The Chinese are there in Syria.,FALSE,"foreign-policy,military"
Says Sen. Rand Pauls 2011 budget included a big cut in the CDC.,TRUE,"ebola,federal-budget,public-health"
Youve seen where were now going from a $700 million surplus to getting into the next biennium with almost a $750 million deficit.,TRUE,"state-budget,state-finances"
Russia has more diversity in its governmental representation than we do in Texas.,FALSE,"bipartisanship,corrections-and-updates,foreign-policy"
Says Russ Feingold wanted to get money out of politics. Now hes profiting from that same dark money.,TRUE,"campaign-finance,candidates-biography,elections"
"DeWine took $1.9 million from big banks, supported legislation that helped Bernie Madoff make millions and protected predatory lenders while families lost their homes.",FALSE,"campaign-finance,economy,job-accomplishments"
"Says Bobby Jindals parents used his birthright citizenship to become Americans, making him an anchor baby.",FALSE,immigration
The U.S. would gainrevenue by cutting personal income tax rates in half and ending tax breaks.,TRUE,"deficit,taxes"
Says Detroit dumping a bunch of sewage in Lake Erie causes big problems for Ohio.,TRUE,"agriculture,environment,water"
"Under Obamacare, Virginia taxpayers would have been forced to pay for abortions if the General Assembly had not recently intervened.",FALSE,"abortion,health-care,taxes"
Says Patrick Murphy is the only candidate to have voted against every measure to fund Zika.,FALSE,"congress,public-health,voting-record"
"We had a No Child Left Behind a similar piece of legislation in our state a number of years ago, well before the federal law. And it's had a big impact here. It's improved schools.",TRUE,education
"Classified material has a header which says top-secret, secret, confidential. Nothing, and I will repeat this and this is verified in the report by the Department of Justice, none of the emails sent or received by me had such a header.",TRUE,"candidates-biography,corrections-and-updates"
"Were the seventh highest taxed state in America. And thats not just state, its local as well.",FALSE,taxes
Says he predicts the weather better than Punxsutawney Phil.,TRUE,weather
Says stimulus money went to buy electric cars from Finland as a payback to Obama supporters.,FALSE,"energy,message-machine-2012,stimulus"
Allen West called Social Security a Ponzi scheme and said this countrys got to get on sound footing by destroying it.,FALSE,"message-machine,social-security"
On eliminating the influence of money in policy campaigns,FALSE,"campaign-finance,city-government,ethics"
Says it wasnt until he and a Senate colleague were able to wrangle the actual streaming video from BP that scientists were able to calculate the oil spill flow.,TRUE,"energy,environment,oil-spill"
"A bag of Cheetos costs less to buy than an apple, and in some Milwaukee neighborhoods good luck trying to find an apple or a banana or some sort of healthy option",TRUE,"public-health,welfare"
"Under Virginia law, if you are a non-federally licensed (gun) dealer, you cannot get a background check even if you want one.",FALSE,guns
Says the GOP is helping pay for Justice Rebecca Bradleys campaign and she recently skipped court to attend an event paid for by Scott Walkers lobbyist friends.,TRUE,"candidates-biography,legal-issues,supreme-court"
Senator Webb was a reliable vote for President Obama and Senator Harry Reid.,TRUE,voting-record
Says he is the only candidate in the race for Clackamas County Chair who will refuse to join the Public Employees Retirement System.,TRUE,"county-budget,county-government,message-machine-2012,workers"
92 million Americans arent working.,FALSE,"economy,jobs"
Homicides against blacks have tripled since Floridas stand your ground law has been in existence.,FALSE,"crime,criminal-justice,diversity"
"Says Donald Trump is the first person running for president, Republican or Democrat, who refused to say that he would respect the results of this election.",TRUE,"elections,history"
"The downsizing of Pinellas County government resulted in about 1,200 people being laid off in a 12 percent unemployment market. I can tell you that every one of them was hired from the time that Ms. Latvala went into office in 2000.",FALSE,"county-budget,government-efficiency"
Says Austin Mayor Lee Leffingwell voted for a toll lane on MoPac.,TRUE,transportation
"In the last 10 years we've only had 7,000 barrels of oil spilled in the Gulf ... not counting hurricanes. This well is spewing that amount every day and a half.",TRUE,"energy,oil-spill"
Thanks to President Bush's policies....The income gap is now higher than at any time since the Great Depression.,TRUE,economy
Santorum also voted for a teapot museum in North Carolina.,TRUE,"federal-budget,message-machine-2012,new-hampshire-2012"
"In Wisconsin, Gov. Scott Walker has created a manufacturing-led jobs recovery. 30,000 new jobs were created this year, with 15,000 created in the struggling manufacturing sector.",TRUE,"jobs,message-machine-2012"
"Polls indicate that white people think that black people are less intelligent. They think theyre less trustworthy, less patriotic.",TRUE,civil-rights
"If every small business in our state, on average, was able to create one new job we would cut our unemployment rate in half.",TRUE,"economy,small-business"
"Congress, criminals, Scientologists and other groups are exempt from Obamacare.",FALSE,"health-care,religion"
About 40 percent of workers dont ... have a single paid sick day.,TRUE,"labor,public-health"
Ill be the only economist in the (U.S.) House.,TRUE,candidates-biography
"Al-Qaida operatives, have said, Hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill Americans.",TRUE,"crime,government-regulation,guns,public-safety,market-regulation,terrorism"
Estimates say individuals who escaped these high tax states have taken with them around $2 trillion in adjusted gross income.,FALSE,taxes
The ACLU has filed a suit to have all military cross-shaped headstones removed.,FALSE,"civil-rights,legal-issues,military,religion"
"An overwhelming majority of Americans support passage of the DREAM Act, which would provide a path to citizenship for undocumented youth willing to work for a college degree or serve in our armed forces.",TRUE,"education,families,immigration,military"
"Says Ohio Gov. John Kasich got lucky with a thing called fracking, which is why Ohio is doing well.",FALSE,"energy,environment,state-finances"
James Langevin has received almost $20 million from taxpayers and special interests to use at his own discretion to supposedly champion Rhode Islands needs.,FALSE,"campaign-finance,congress,congressional-rules,job-accomplishments,message-machine-2012,campaign-advertising"
"The Associated Press called Charlie Crist's attacks ""over the top,"" ""out of context,"" and ""not true.""",TRUE,candidates-biography
Were the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.,TRUE,"energy,trade"
"Says 7,000 millionaires gamed the system to pay no income taxes.",FALSE,"federal-budget,income,taxes"
Says Barack Obama grew up in Kenya.,FALSE,"candidates-biography,obama-birth-certificate"
The state budget has actually grown by $4.6 billion under Gov. Scott Walkers actions.,TRUE,"debt,medicaid,state-budget,state-finances,taxes"
90 percent of babies with Down syndrome are aborted.,TRUE,abortion
Says Steve Jobs was responsible for creating more jobs than the stimulus bill.,FALSE,jobs
Says that you cant destroy the guns purchased in a (gun) buyback program as the city (of Memphis) wants to do.,FALSE,"city-government,guns"
Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!,TRUE,"health-care,medicaid"
New provisions of the health care law bar the use offlexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,TRUE,health-care
Says Rick Scott cut Bright Futures scholarships in half.,TRUE,education
"The Baucus health care bill would require taxes on medical devices such as X-ray machines, female condoms, HIV tests and surgical needles.",TRUE,"health-care,taxes"
Says President Barack Obama appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns.,TRUE,"crime,criminal-justice,guns"
Says Patrick Murphy hasnt passed a single bill out of committee.,FALSE,congress
Wisconsin lost more jobs over the past 12 months than any other state.,TRUE,jobs
No fracking waste is being dumped in New York State,FALSE,"energy,environment"
We have the best schools in the United States.,FALSE,education
Says Oak Grove is one of the largest cities in Oregon and is the biggest city in Clackamas County and its not a city.,TRUE,"census,city-government,county-government,population"
"Taxpayers earning $1 million pay an effective tax rate that is about four times what taxpayers earning $100,000 pay.",TRUE,taxes
"Health proposal would create a ""40% tax on health care benefits of middle-class workers.""",FALSE,"health-care,taxes"
Says Mitt Romney pays less tax than the guys who installed his car elevators.,TRUE,taxes
"Since January 2015, the majority of our Austin City Council meetings have extended past 10 p.m. and many of our meetings have gone past midnight.",FALSE,"city-government,history"
Six out of 10 of the highest unemployment rates are also in so-called right to work states.,TRUE,"jobs,workers"
"Under the Democratic health plan, families will be forced to spend an additional $2,100 a year to keep their current health care.",FALSE,health-care
The city of Atlanta ranks 25th among U.S. cities with the highest crime rates.,TRUE,crime
Says Mitt Romney plans to fire Big Bird.,FALSE,federal-budget
Says Greg Abbott has lost in court four times in just the past few days.,TRUE,"candidates-biography,criminal-justice,education,environment,legal-issues"
Study after study have shown that sanctuary cities do not lead to an increase in crime because of the presence of people that are undocumented.,TRUE,"homeland-security,immigration"
"Without representation, (the IRS) can increase taxes.",FALSE,"health-care,message-machine,taxes"
"So many people were critical of Secretary (John) Kerry going to Paris and talking with Hamas, because Kerry was seen as supporting Hamas to the exclusion of the Arab League.",FALSE,"foreign-policy,israel"
Its been 4 and a half years since the United States Senate passed a budget.,FALSE,"congress,federal-budget"
"The Republicans' alternative health care plan ""will still let insurers raise premiums four times faster than wages.""",FALSE,health-care
A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen.,FALSE,"candidates-biography,obama-birth-certificate"
One out of every two kids who are graduating college right now cant find a job.,TRUE,"economy,message-machine-2012"
"Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a $443 million surplus.",TRUE,"deficit,state-budget,state-finances,taxes"
The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.,FALSE,"health-care,stimulus"
"The University of Florida announced this past week that it was dropping its computer science department ... Meanwhile, the athletic budget for the current year is $97.7 million, an increase of more than $2 million from last year.",TRUE,"education,sports,state-budget"
"Says Texas unemployment is dire in various ways such as a doubling in the jobless rate during Rick Perrys governorship. Also, the Texas rate has increased faster than the national rate during Barack Obamas presidency.",TRUE,"economy,job-accomplishments,jobs"
The CBO now says the presidents health care law will cut the number of full-time jobs in the United States by 2.3 million by 2021.,FALSE,"economy,health-care,jobs"
We did not seek an impeachment of President Bush.,FALSE,"congress,legal-issues"
Buck wants to privatize Social Security.,TRUE,"message-machine,social-security"
"In discussing the attacks on the U.S. consulate in Benghazi, Libya,Ms. Rice did say a terrorist attack. Its not that she put the whole thing on the video.",FALSE,terrorism
"By the time she turns 3 years old, a child born into a low-income home hears 30 million fewer words than a child from a well-off family.",TRUE,"children,corrections-and-updates,education,income"
The GOPs Pledge to America includes a 20 percent cut ... for education. ... Eight million kids would have their college aid slashed under this budget.,TRUE,"education,federal-budget,abc-news-week"
"Says when he was governor, Wisconsin cut unemployment to 2.1 percent and the states unemployment rate was the lowest in the country for 40 consecutive months.",FALSE,"economy,job-accomplishments,jobs"
Says Josh Mandel bet against Ohio families,FALSE,"debt,economy,message-machine-2012"
Says U.S. Rep. Paul Ryan promised to end health care for our seniors.,FALSE,"health-care,medicare"
The Obama administrations own Environmental Protection Agency has said its Clean Power Plan will have a marginal impact on climate change.,TRUE,"climate-change,energy,environment,government-regulation"
"13,000 Floridians are able to vote -- but their governor wont tell them.",FALSE,elections
Woodrow Wilson borrowed $30 billion to fund World War I in 1917. That money has not been paid back. And we are still paying interest on it.,FALSE,"debt,deficit,federal-budget,history,pundits"
Says credit rating agencies realize that our instability stems in large part from Oregons kicker system.,FALSE,"state-budget,state-finances"
"More than 1.5 million people moved into Georgia between the past two Census counts, and a majority consider themselves, African-American, Latino or Asian-American.",TRUE,census
Says under the Romney-Ryan budget ... the American Opportunity Tax Credit for college tuition would be eliminated.,TRUE,education
"The higher the education level, the more likely they are to vote Democratic.",TRUE,"elections,voting-record"
Says U.S. greenhouse gas emissions are at 20-year lows.,FALSE,"climate-change,corrections-and-updates,energy,science"
"According to independent experts, Donald Trumps tax plan would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy.",TRUE,"debt,deficit,taxes"
Says he and President Barack Obama have the same position on gay marriage.,TRUE,"gays-and-lesbians,marriage"
Democrats do not have a plan for extending the Bush tax cuts.,FALSE,taxes
"Then-Gov. Carl Sanders put 56 percent of the state budget into education, a figure that has not been achieved since.",TRUE,"education,state-budget"
Says President Barack Obama has lost more members of the House and more members of the Senate than any president ever has lost in modern times.,TRUE,elections
President Barack Obama supports immigration amnesty.,TRUE,immigration
Says the federal government is the largest energy user in the country.,TRUE,energy
Tax dodging costs developing countries $200 billion every year.,TRUE,"legal-issues,taxes"
"The border security plan of Sens. McCain and Kyl called for 3,000 additional troops to keep us safe. President Obama says hell send 524.",TRUE,"homeland-security,immigration,message-machine"
"Sherrod Brown has stood side by side with President Barack Obama, presiding over the most rapid increase in the debt over the last 2.5 years and hurtling toward the worst jobs record in the modern era.",TRUE,"deficit,economy,jobs"
